City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
319,zhigansk,66.7697,123.3711,37.89,97,100,14.97,RU,1663085240
320,gravdal,68.1214,13.5031,49.89,87,20,16.11,NO,1663085243
321,port hedland,-20.3167,118.5667,71.65,83,2,11.5,AU,1663085245
322,chiang rai,19.9167,99.9167,73.58,99,76,1.83,TH,1663085248
323,dustlik,40.5247,68.0358,67.24,26,0,8.03,UZ,1663085250
324,lixourion,38.2019,20.4314,78.8,44,20,14.97,GR,1663085252
325,ballarat,-37.5662,143.8496,33.1,90,0,4.07,AU,1663085254
326,ahipara,-35.1667,173.1667,53.76,91,100,5.91,NZ,1663085257
327,taoudenni,22.6783,-3.9836,112.1,7,2,5.93,ML,1663085259
328,dikson,73.5069,80.5464,38.17,75,100,12.95,RU,1663085261
329,esperance,-33.8667,121.9,53.55,68,83,30.06,AU,1663085264
330,saint stephen,50.3333,-4.9,67.03,94,40,8.05,GB,1663085268
331,palana,59.1167,159.9667,40.32,89,100,7.61,RU,1663085270
332,doha,25.2867,51.5333,93.18,59,0,6.91,QA,1663085143
333,mnogovershinnyy,53.9353,139.9242,39.04,62,81,5.7,RU,1663085275
334,leningradskiy,69.3833,178.4167,36.0,95,100,3.51,RU,1663085277
335,palu,-0.8917,119.8707,75.43,96,88,2.04,ID,1663085279
336,ulaangom,49.9811,92.0667,48.13,54,19,3.87,MN,1663085282
337,yulara,-25.2406,130.9889,72.39,34,7,10.89,AU,1663085284
338,bereznik,62.8551,42.7072,50.88,84,99,4.47,RU,1663085287
339,shubarkuduk,49.1447,56.4872,63.46,32,37,9.01,KZ,1663085289
340,pak phanang,8.3511,100.202,79.68,82,91,6.31,TH,1663085292
341,narsaq,60.9167,-46.05,50.22,59,6,5.95,GL,1663085294
342,port lincoln,-34.7333,135.8667,64.02,49,85,20.09,AU,1663085296
343,manasa,24.4837,75.2687,76.66,89,100,7.96,IN,1663085299
344,ratnagiri,16.9833,73.3,78.39,89,100,10.22,IN,1663085301
345,taretan,19.3333,-101.9167,73.51,83,40,0.0,MX,1663085304
346,tortoli,39.9256,9.6572,83.28,61,5,10.45,IT,1663085306
347,akyab,20.15,92.9,80.11,81,99,2.77,MM,1663085309
348,zhuhai,22.2769,113.5678,87.58,79,0,5.75,CN,1663085311
349,nanortalik,60.1432,-45.2371,45.82,82,11,7.63,GL,1663085313
350,kapit,2.0167,112.9333,73.78,100,100,0.65,MY,1663085315
351,torbay,47.6666,-52.7314,60.49,96,100,21.85,CA,1663085318
352,mukhen,48.1,136.1,39.42,97,38,1.25,RU,1663085320
353,vao,-22.6667,167.4833,70.74,78,100,11.18,NC,1663085323
354,cayenne,4.9333,-52.3333,89.64,62,20,9.22,GF,1663085172
355,ixtapa,20.7,-105.2,82.22,94,100,4.61,MX,1663085330
356,hobyo,5.3505,48.5268,76.91,85,71,26.02,SO,1663085332
357,rupert,42.6191,-113.6772,66.15,59,0,0.0,US,1663085334
358,bathsheba,13.2167,-59.5167,88.41,70,20,14.97,BB,1663085337
359,beloha,-25.1667,45.05,67.19,73,38,12.82,MG,1663085339
360,jasper,37.2001,-94.3502,80.06,50,0,9.22,US,1663085342
361,sorong,-0.8833,131.25,77.47,88,100,4.59,ID,1663085344
362,salalah,17.0151,54.0924,80.69,89,100,5.75,OM,1663085346
